The Traitor Son Cycle,Miles Cameron,14,"Anderson_Dawes, DivisionMatrix, Cam27022, peleles, cpt_pancreas, ayaneeda, Redbirdfromtheeast, D3athRider, deadkeepteaching, saturday_night, MatrimPaendrag, LoniBana, UblalaPung28, Skyrider006, "
The Second Apocalypse,R Scott Bakker,14,"navilo, onrack, DivisionMatrix, XenRivers, RobBobGlove, Akill0816, Fermet_, Redbirdfromtheeast, casssb, The_Octonion, 4raser, antigrapist, Gaylord_the_Edgelord, AlecHutson, "
Night Angel,Brent Weeks,13,"dawnbot, no_ragrats, HypatiaRising, Authentic-Albion, lordfarkle, Extore, mangle89, xmaster001, -Shuri-, pbro42, baderl0ck, illkraz, splaesh, "
Sarantine Mosaic,Guy Gavriel Kay,13,"xetrov, ricree, StarlightEstel, anisogramma, Mournelithe, BLNelson, pbannard, Herz_Frequency, LauraDragonchild, Connyumbra, Huw402, The_Real_JS, soccerllama,"
The Golem and the Djinni,Helene Wecker,12,"WanderingWayfarer, Larimo, Ihrenglass, Pufforrohk, Titan_Arum, Fledgeledge, BohemianPeasant, misssim1, meltedtoast, gunttert, JimmyJames42, Mike-Dane,"
Wars of Light and Shadow,Janny Wurts,12,"DivisionMatrix, DonMaitz, Esa1996, PaigeLChristie, Alissa-, labchambers, MedusasRockGarden, AngelDeath2, LauraDragonchild, KNicol, unplugtheminus80, Raestagg, "
Bartimaeus,Jonathan Stroud,12,"00dani3l, DimwitAlmighty, ShadyMcShade1, taenite, ayaneeda, Tavarous, Grayriser, ajp1195, gufguf, josephdanielauthor, mistymountainz, Kayzels, "
The Magicians,Lev Grossman,12,"mattstodon53, Olorin314, AccipiterF1, Jormunglycon, ayaneeda, pondandbucket, MFanjos, aesir23, SHWiMM, KevinTitor, mysterycookie333, CHMonster, "
The Murderbot Diaries,Martha Wells,12,"xetrov, WombatHats, lindy133, ICreepAround, Nova_Mortem, laurenhiya21, bookfly, wishforagiraffe, Corey_Actor, niterunner1978, SpherrY, Swarlos262, "
Craft Sequence,Max Gladstone,12,"Eldrene_Ay_Ellan, ricree, valgranaire, bookfly, iamteehee4, Tikimoof, MsAngelAdorer, antigrapist, The_Real_JS, DalinarUnited, alchemie, MrPeat, "
Vlad Taltos,Steven Brust,12,"ICreepAround, Kyrenox, Mournelithe, Phyrkrakr, mndrew, WereTiggy, IGmobile, pbro42, confusionsteephands, smittyphi, iamteehee5, tkinsey3,"
The Machineries of Empire,Yoon Ha Lee,12,"AdamRueth, mantrasong, AwkwardTurtle, SeiShonagon, theEolian, thequeensownfool, astarinel, GarrickWinter, Ansalem, Arion_rufus, keshanu, Megan_Dawn, "
The Long Price Quartet,Daniel Abraham,11,"RubiscoTheGeek, peleles, amongstravens, pondandbucket, Redbirdfromtheeast, Scyther99, JimRJapan, LauraDragonchild, Bills25, Grayriser, Faithless232, "
The Foundation,Isaac Asimov,11,"navilo, Pufforrohk, DimwitAlmighty, Fearful_Leader, randomcsplayer, MatrimPaendrag, uhohmomspaghetti, Cr1spy10, InexplicableMagic, Digger412, HellaSober, "
The Ocean at the End of the Lane,Neil Gaiman,11,"Manlir, nineteendoors, HypatiaRising, 1626316263, unplugtheminus80, valgranaire, Mike-Dane, Corey_Actor, Idunn12380, jalucard, Dig4Fire, "
Raven's Shadow,Anthony Ryan,10,"wanemarr, MistressBedlam, sedirep, Cloudh4t, peyton_manhead, Dig4Fire, ABAB0008, cornpenguin01, ADFTBA, anna_k_s, "
The Faithful and the Fallen,John Gwynne,10,"SceptileTheReptile, sleazemore, deadkeepteaching, MusubiKazesaru, zagon2, KKalonick, No_Serenity, LoniBana, ef_miller, UblalaPung78"
The Queen's Thief,Megan Whalen Turner,10,"TinyFlyingLion, nineteendoors, Nova_Mortem, taenite, Kyrenox, potatoespuds, bookfly, Angus_McFife13, Szarka22, celebrimbor2, "
Watership Down,Richard Adams,10,"Maudeitup, I_Love_Colors, tarvolon, Fearful_Leader, Asimov_800, play_the_puck, theEolian, Hyzie, blitzenbreath, Mike-Dane, "
Greatcoats series,Sebastian de Castell,10,"Nemesis_OfEvil, Mattyes, CapNitro, deadkeepteaching, KKalonick, Meret123, Wheels630, Lightlylantern, seantheaussie, smittyphi, "
Imperial Raadch,Ann Leckie,9,"Maudeitup, mantrasong, Alissa-, labchambers, theEolian, astarinel, JimmyJames42, thequeensownfool, niterunner1978, "
Dragonriders of Pern,Anne McCaffrey,9,"mariecroke, ICreepAround, MedusasRockGarden, potatoespuds, skavinger5882, KcirderfSdrawkcab, tealparadise, Digger412, mrsmoo, "
Tales of Ketty Jay,Chris Wooding,9,"LordAncrath, RubiscoTheGeek, Fimus86, mms17, haussarian, cainthevaliant, RWWare, ReadingNPlaying, Faithless232,                            "
Belgariad,David Eddings,9,"SirBowTheNotSoGiant, potatoespuds, IrnBruFiend, steppenfloyd, Redlilymc, cherylgmail, Shompta, felinor12, shadownight318, "
Drenai series,David Gemmell,9,"Mattyes, Asimov_800, AngryCumbrian, Paraframe, kaahr, seantheaussie, Huw402, MrPeat, MarkLawrence,"
A Practical Guide to Evil,Erraticerrata,9,"ricree, hajakuja, Cedocore, derivative_of_life, Tavarous, xland44, taichi22, sedirep, Esbilon, "
Licanius,James Islington,9,"timetwister, FleeetKeptRunning, ayaneeda, speakerforthe, X_Ravenfire, zagon2, marethyu316, threeolives, thewhitewoof"
Circe,Madeline Miller,9,"dawnbot, jjackson2, JimmyJames42, jbatchen, laurenhiya21, wots77, misssim1, hawkun, WeDoNotSow, "
Temeraire,Naomi Novik,9,"polarunderwear, UnstitchedStitch, ayaneeda, Cloudh4t, bobd785, ef_miller, Skyrider006, Tavarous, luwendrill, "
Legend of Drizzt,R.A. Salvatore,9,"timetwister, Reasonable_Regret, Extore, Lagerbottoms, Vinxii, Tavarous, xLuthienx, RyanToxopeus, acexacid, "
The Inheritance Cycle,Christopher Paolini,8,"00dani3l, Fearful_Leader, TheR2P2, MFanjos, ajp1195, MatrimPaendrag, mysterycookie333, KristinnK, "
The Oxford Time Travel Series ,Connie Willis,8,"polarunderwear, PaigeLChristie, taenite, Fimus86, D3athRider, Szarka22, mysterymachine08, astarinel, "
Skulduggery Pleasant,Derek Landy,8,"Nemesis_OfEvil, JackYAqua, ParanoidAndroid09, Grayriser, Felisin_Paran, sedirep, -Shuri-, niterunner1978, "
Garrett PI,Glen Cook,8,"andypeloquin, thebloodynine85, Cr1spy10, mndrew, boc1892, howdy_im_jon, Angus_McFife13, Angus_McFife13, "
Under Heaven,Guy Gavriel Kay,8,"Magoo451, anisogramma, Karaeth, Dig4Fire, Esbilon, Ansalem, aesir23, AlecHutson,"
Guns of the Dawn,Adrian Tchaikovsky,7,"Nemesis_OfEvil, peleles, Fimus86, cainthevaliant, LauraDragonchild, Megan_Dawn, vigasia, "
Children of Time,Adrian Tchaikovsky,7,"jo_ba, Lagerbottoms, uhohmomspaghetti, WeDoNotSow, SpherrY, CertifiedMentat, bubblegumgills,                                                         "
Remembrance of Earth's Past,Cixin Liu,7,"BattleBreeches, InspecteurCrouton, MatrimPaendrag, Aluhut, Swarlos262, Emospence, Marswolf01,                            "
The Coldfire Trilogy,CS Friedman,7,"Cam27022, ShadyMcShade1, PaigeLChristie, derivative_of_life, mrsmoo, gunttert, Tikimoof,"
1984,George Orwell,7,"MediocreLimo, I-created-Jiah, legomaniac89, goofy_mcgee, Eladir, Severian_of_Nessus, JohnAnderton, "
Kate Daniels,Ilona Andrews,7,"mantrasong, lunchliege, Hawk1138, GarbagePailKid90, katiedid1991, sleeping-pug, GreenSkyDragon, "
The Raven Cycle,Maggie Steifvater,7,"WanderingWayfarer, JackYAqua, Megan_Dawn, unplugtheminus80, JimmyJames42, tctippens, lrich1024, wishforagiraffe                                                        "
Spinning Silver,Naomi Novik,7,"TaborlintheGreat322, baderl0ck, Herz_Frequency, BohemianPeasant, mysterymachine08, Idunn12380, thisusernameismeta,                             "
Forgotten Beasts of Eld,Patricia McKillip,7,"Auberron, 1626316263, JimRJapan, gunttert, oboist73, jbatchen, pokiria                            "
The Poppy War,R.F. Kuang,7,"amongstravens, thebigredblob, jljackson2, mms17, UncleObli, spikyturtle87, LordKatakuri, "
The Wounded Kingdom,R.J. Barker,7,"Mattyes, FleeetKeptRunning, PaigeLChristie, LOSkills333, thewhitewoof, alchemie, MrPeat, "
Terra Ignota,Ada Palmer,6,"AdamRueth, AccipiterF1, Fermet_, StrawbIchigo, The_Perfect_Nemesis, TheFourthReplica, "
Elantris,Brandon Sanderson,6,"spinachdumpling, Stonelegs, X_Ravenfire, Shompta, ParanoidQ, Emospence, "
Chronicle of the Unhewn Throne,Brian Stavely,6,"jo_ba, Authentic-Albion, laku_, Scyther99, barb4ry1, seantheaussie,"
Dagger and Coin,Daniel Abraham,6,"crokus_n_al, OldschoolIsh, Cubs017, D3athRider, Scyther99, pbro42, "
To Ride Hell's Chasm,Janny Wurts,6,"farstrid3r, WanderingWayfarer, DonMaitz, Alissa-, LauraDragonchild, Arion_rufus,"
The Tarot Sequence,KD Edwards,6,"laku_, Megan_Dawn, SharadeReads, KNicol, lrich1024, Reasonable_Regret, "
Saga of Recluce,LE Modesitt Jr,6,"Cr1spy10, mndrew, Rudyralishaz, sesto_uncias, shadownight317, BeardedMoon,"
Chronicles of Prydain,Lloyd Alexander,6,"WanderingWayfarer, Shompta, MLKdidnothingwrong, swaindrous, kjmichaels, tkinsey3,"
Gormenghast trilogy,Mervyn Peake,6,"Asimov_800, TRAIANVS, MarkLawrence, alchemie, different_tan, TangledPellicles, "
The Elric Saga,Michael Moorcock,6,"rattatally, ehudsdagger, 4raser, KQRZN, pbro42, RevolutionaryCommand, "
Neverwhere,Neil Gaiman,6,"HypatiaRising,1626316263, TheBeardyOnes, spikyturtle87, EmpressRey, leftoverbrine, "
The Demon Cycle,Peter V. Brett,6,"Nemesis_OfEvil, WitsDumbLuck, lordfarkle, Helfarch, pbro42, InexplicableMagic, "
Conan the Barbarian,Robert E. Howard,6,"ehudsdagger, gfe98, dwmmerrick, boc1892, Eladir, TangledPellicles, "
Sunshine,Robin McKinley,6,"I_Love_Colors, mrsmoo, SpherrY, Tikimoof, oboist73, CarolinaCM,"
Sword of Truth,Terry Goodkind,6,"Esa1996, Reasonable_Regret, Cloudh4t, RyanToxopeus, felinor12, luwendrill, "
The City & the City,China Mieville,5,"ammorris22, pondandbucket, BLNelson, KevinTitor, Genabackan, "
The First Fifteen Lives of Harry August,Claire North,5,"OldschoolIsh, BadgerMasher, tctippens, The_Real_Js, Arion_rufus                            "
Shattered Sigil,Courtney Schafer,5,"ricree, MatrimPaendrag, happypolychaetes, DukeFlate, wishforagiraffe, "
The Checquy Files,Daniel O'Malley,5,"Nova_Mortem, Hawk1138, ef_miller, seantheaussie, JimmyJames42,"
Howl's Moving Castle,Diana Wynne Jones,5,"WanderingWayfarer, I_Love_Colors, spinachdumpling, pyhnux, ASIC_SP,"
Harry Potter and the Methods of Rationality,Eliezer Yudkowsky,5,"Wiron2, Mr-Thursday, randomcsplayer, Kayzels, Esbilon, "
The Deeds of Paksenarrion,Elizabeth Moon,5,"ICreepAround, KKalonick, mndrew, Rudyralishaz, AlecHutson,"
The Cthulhu Mythos,H.P. Lovecraft,5,"UncleObli, Hurinfan, goofy_mcgee, Severian_of_Nessus, 9999squirrels"
The Sevenwaters Books,Juliet Marillier,5,"unplugtheminus80, gunttert, lost_chayote, thisusernameismeta, casssb, "
The Memoirs of Lady Trent,Marie Brennan,5,"pyhnux, InexplicableMagic, GarbagePailKid90, GarrickWinter, BiggerBetterFaster, "
Valdemar,Mercedes Lackey,5,"beldaran1224, I_Love_Colors, Reasonable_Regret, UncleObli, cherylgmail, "
Anathem,Neal Stephenson,5,"BadgerMasher, niterunner1978, The_Octonion, Zunvect, JohnAnderton, "
Stardust,Neil Gaiman,5,"OldschoolIsh, Gregor__Eisenhorn, briargrey, zebba_oz, gunttert,"
Mercy Thompson,Patricia Briggs,5,"thequeensownfool, KcirderfSdrawkcab, GreenSkyDragon, recchai, seantheaussie,"
Founder's Trilogy,Robert Jackson Bennet,5,"Kikanolo, speakerforthe, Karaeth, illkraz, iamteehee12, "
Inda,Sherwood Smith,5,"wishforagiraffe, niko-no-tabi, kjmichaels, Bills25, Megan_Dawn, "
Chronicles of Thomas Covenant the Unbeliever,Stephen Donaldson,5,"chelsea_hotel7316, thebloodynine85, Evangelon422, IGmobile, shadownight315,"
Shades of Magic,V.E. Schwab,5,"mattstodon53, mms17, Nisioisin, misssim1, laurenhiya21,"
Nevernight,Jay Kristoff,5,"lmason115, SceptileTheReptile, CZero13, Paraframe, lyrrael"
Shadows of the Apt,Adrian Tchaikovsky,4,"GarrickWinter, appocomaster, cainthevaliant, avfc_66, "
Revelation Space,Alastair Reynolds,4,"cainthevaliant, Freeky, different_tan, Aluhut, "
Peter Grant,Ben Aaronovitch,4,"SirBowTheNotSoGiant, RubiscoTheGeek, Mournelithe, Foyles_War, "
Alex Verus,Benedict Jacka,4,"mantrasong, josephdanielauthor, boc1892, BubiBalboa, "
The Bone Clocks,David Mitchell,4,"illyriaya, OldschoolIsh, CapNitro, aesir23"
Super Powereds,Drew Hayes,4,"Kikanolo, AmoronDonkeyballs, smittyphi, bobd785, "
Raven's Mark,Ed McDonald,4,"WitsDumbLuck, infinitylady89, lost_chayote, AngryCumbrian, "
Artemis Fowl,Eoin Colfer,4,"DimwitAlmighty, im_so_not_creative, GreenSkyDragon, 9999squirrels, "
The Fionavar Tapestry,Guy Gavriel Kay,4,"LOLtohru, alchemie, mrsmoo, TangledPellicles, "
Lud-in-the-Mist,Hope Mirrlees,4,"ammorris22, JimRJapan, BiggerBetterFaster, BiggerBetterFaster,                          "
The Lyonesse Trilogy,Jack Vance,4,"dwmmerrick, LordOfSwords, niko-no-tabi, Severian_of_Nessus, "
The Winnowing Flame,Jen Williams,4,"JamesLatimer, CMDR_Concubine, thewhitewoof, bubblegumgills,"
The Forever War,John Haldeman,4,"GeorgeMacDonald, InspecteurCrouton, Jos_V, Destynie, "
Frankenstein,Mary Shelley,4,"christiankeeney, BattleBreeches, taenite, GreenSkyDragon, "
Acts of Caine,Matthew Woodring Stover,4,"jo_ba, Kyrenox, green_name, Swarlos262, "
The Graveyard Book,Neil Gaiman,4,"Woahno, SmallishPlatypus, guf guf, steppenfloyd, "
Heartstrikers,Rachel Aaron,4,"mattstodon53, sailorfish27, iceman012, YellowTM, "
Fahrenheit 451,Ray Bradbury,4,"Saurosian, I-created-Jiah, taichi22, Eladir, "
Takeshi Kovacs,Richard Morgan,4,"CapNitro, different_tan, Aluhut, Gaylord_the_Edgelord, "
An Unkindness of Ghosts,Rivers Solomon,4,"SharadeReads, The_Real_JS, keshanu, leftoverbrine,                           "
Master Assasins,Robert Redick,4,"Huw402, Master Assassins, jbatchen, MarkLawrence"
Lord of Light,Roger Zelazny,4,"green_name, Hurinfan, kjmichaels, AlecHutson,"
The Steerswoman series,Rosemary Kirstein,4,"Maudeitup, feralanima, Mike-Dane, MsAngelAdorer,"
The Priory of the Orange Tree,Samantha Shannon,4,"FleeetKeptRunning, sleazemore, vigasia, bubblegumgills"
The Winged Histories,Sofia Samatar,4,"MsAngelAdorer, improperly_paranoid, sailorfish27, Genabackan, "
The Stand,Stephen King,4,"js52000, mygoldenfeces, Raestagg, KeepCalmAndHodorOn, "
Shannara,Terry Brooks,4,"timetwister, MedusasRockGarden, howdy_im_jon, jship23, "
Black Magician trilogy,Trudi Canavan,4,"TheCraftyPanda, MedusasRockGarden, shadownight320, ajp1195,"
A Canticle for Leibowitz,Walter Miller Jr,4,"zolak, UncleObli, Son_of_Winterfell, JohnAnderton, "
Twig,Wildbow,4,"Manlir, Nihilistic_Avocado, Mist_effin_born, randomcsplayer, "
The Dark Profit Saga,Zachary Pike,4,"speakerforthe, Nersevan, skyrider006, YellowTM,"
House of Suns,Alastair Reynolds,3,"Zunvect, hawkun, Marswolf01,                             "
Brave New World,Aldous Huxley,3,"no_ragrats, I-created-Jiah, Severian_of_Nessus, "
The Martian,Andy Wier,3,"Asheweaver, ASIC_SP, chuckusmaximus, "
The Black Jewels,Anne Bishop,3,"Hawk1138, Hyzie, ef_miller, "
Warlord Chronicles,Bernard Cornwell,3,"xLuthienx, LoniBana, MrPeat,"
The Rithmatist,Brandon Sanderson,3,"mariecroke, speedchuck, niterunner1978, "
Redwall,Brian Jacques,3,"Herz_Frequency, 9999squirrels, celebrimbor2, "
The Drowning Girl,Caitlin R. Kiernan,3,"ICreepAround, MsAngelAdorer, keshanu, "
Navronne Series,Carol Berg,3,"Mournelithe, bookfly, Alissa-,"
Newford,Charles de Lint,3,"Ihrenglass, sarric, TangledPellicles, "
The Seven Realms,Cinda Williams Chima,3,"saturday_night, Vinxii, ajp1195,"
The Space Trilogy,CS Lewis,3,"GeorgeMacDonald, celebrimbor2, chuckusmaximus, "
Low Town,Daniel Polansky,3,"Kyrenox, cainthevaliant, Cloudh4t, "
The Rigante,David Gemmell,3,"IrnBruFiend, MusubiKazesaru, MrPeat"
Honor Harrington,David Weber,3,"DreamweaveMirar, Rudyralishaz, InexplicableMagic, "
Warriors,Erin Hunter,3,"9999squirrels, Keriew, Lightlylantern,"
The Rage of Dragons,Evan Winter,3,"will_e_wonka, jljackson2, spyrothedovah, "
Repairman Jack,F. Paul Wilson,3,"LordAncrath, barb4ry1, Redlilymc, "
Fafhrd and the Grey Mouser,Fritz Leiber,3,"4raser, dwmmerrick, rattatally, "
Shades of Grey,Jasper Fforde,3,"jo_ba, TheBeardyOnes, TRAIANVS,"
Southern Reach,Jeff Vandermeer,3,"SirBowTheNotSoGiant, JayKayxU, CHMonster, "
Old Man's War,John Scalzi,3,"InspecteurCrouton, Foyles_War, chuckusmaximus, "
Dawn of Wonder,Jonathan Renshaw,3,"jjackson2, xmaster001, ParanoidQ, "
Tensorate,JY Yang,3,"TinyFlyingLion, leftoverbrine, GarrickWinter,"
Crossroads,Kate Elliott,3,"Darkcheesecake, AngelDeath2, wishforagiraffe, "
Otherworld,Kelley Armstrong,3,"I_Love_Colors, thequeensownfool, recchai,"
The Dandelion Dynasty,Ken Liu,3,"AmoronDonkeyballs, Talas_Engineer, The_Perfect_Nemesis, "
Imager Portfolio,"L.E. Modesitt, Jr.",3,"Fearful_Leader, Mournelithe, Zunvect,                             "
The Song of Achilles,Madeline Miller,3,"spinachdumpling, thequeensownfool, WeDoNotSow, "
The Death Gate Cycle,Margaret Weis and Tracy Hickman,3,"TheCraftyPanda, howdy_im_jon, shadownight319, "
Dragonlance,Margaret Weis and Tracy Hickman,3,"sleazemore, Evangelon422, felinor12, "
Vita Nostra,Marina Dyachenko and Sergey Dyachenko,3,"thequeensownfool, improperly_paranoid, barb4ry1, "
Lady Astronaut,Mary Robinette Kowal,3,"sleeping-pug, wishforagiraffe, midobal, "
Manifest Delusions,Michael R. Fletcher,3,"Scyther99, Meret123, jalucard, "
Chronicles of Elantra,Michelle Sagara,3,"Nova_Mortem, thequeensownfool, Foyles_War, "
Essalieyan,Michelle West,3,"DivisionMatrix, Esa1996, bookfly"
Into the Drowning Deep,Mira Grant,3,"Nova_Mortem, sleeping-pug, Paraframe, "
Kindred,Octavia Butler,3,"mariecroke, tarvolon, D3athRider, "
Riddle-master Trilogy,Patricia A. McKillip,3,"1626316263, mndrew, SpherrY, "
Commonwealth Saga,Peter F. Hamilton,3,"theelbandito, tealparadise, threeolives, "
The Last Unicorn,Peter S. Beagle,3,"Hyzie, alchemie, Keriew, "
Firefall,Peter Watts,3,"InspecteurCrouton, The_Octonion, Freeky"
Mortal Engines,Phillip Reeves,3,"Manlir, superdragonboyangel, Grayriser"
A Land Fit for Heroes trilogy,Richard K Morgan,3,"XenRivers, JamesLatimer, UblalaPung78"
Percy Jackson and the Olympians,Rick Riordan,3,"TheCraftyPanda, xmaster001, TheStig136, "
The Daevabad Trilogy,S.A. Chakraborty,3,"avfc_66, ef_miller, SharadeReads, "
The Balance Academy,S.E. Robertson,3,"improperly_paranoid, HalcyonDaysAreGone, StarlightEstel,"
It,Stephen King,3,"goofy_mcgee, JohnAnderton, CertifiedMentat,                             "
The Dark is Rising,Susan Cooper,3,"StarlightEstel, recchai, ParanoidQ, "
Thrawn,Timothy Zahn,3,"speedchuck, xLuthienx, RyanToxopeus, "
The Princess Bride,William Goldman,3,"xetrov, GreenSkyDragon, CMDR_Concubine, "
The Sparrow,Mary Doria Russell,3,"TinyFlyingLion, chuckusmaximus, lyrrael, "
Threadbare,Andrew Seiple,2,"Dakob, gufguf"
The Others,Anne Bishop,2,"Ihrenglass, mantrasong, "
Vampire Chronicles,Anne Rice,2,"Abelincononabear, spinachdumpling, "
The Chronicles of Master Li and Number Ten Ox,Barry Hughart,2,"Wiron2, theelbandito, "
Yarnsworld,Benedict Patrick,2,"StarlightEstel, KKalonick, "
Die Elfen,Bernhard Hennen,2,"Lagerbottoms, Larimo"
The Song of the Shattered Sands,Bradley P. Beaulieu,2,"amongstravens, thewhitewoof, "
Dracula,Bram Stoker,2,"Paraframe, mysterymachine08,                            "
Fablehaven,Brandon Mull,2,"Asheweaver, josephdanielauthor, "
Reckoners,Brandon Sanderson,2,"WereTiggy, threeolives, "
Song of the Beast,Carol Berg,2,"TinyFlyingLion, LauraDragonchild                            "
Space Opera,Catherynne M Valente,2,"pokiria, Phyrkrakr, "
The Laundry Files,Charles Stross,2,"BadgerMasher, Zunvect, "
The Paper Magician,Charlie N. Homburg,2,"illyriaya, katiedid1991"
The Magister Trilogy,CS Friedman,2,"pondandbucket, derivative_of_life, "
The Divine Dungeon,Dakota Krout,2,"feralanima, lordfarkle, "
Eisenhorn,Dan Abnett,2,"im_so_not_creative, Gregor__Eisenhorn, "
Elenium,David Eddings,2,"appocomaster, MrPeat, "
Outlander,Diana Gabaldon,2,"MistressBedlam, sleeping-pug"
Fire and Hemlock,Diana Wynne Jones,2,"Maudeitup, SpherrY, "
Cycle of Galand,Edward W. Robertson,2,"marethyu316, BeardedMoon, "
Station Eleven,Emily St. John Mandel,2,"taenite, JimmyJames42,"
Planetfall,Emma Newman,2,"AmoronDonkeyballs, CMDR_Concubine,"
The Night Circus,Erin Morgenstern,2,"Asheweaver, mistymountainz, "
Alice in Wonderland,"Evangelon422,",2,"Evangelon422, mistymountainz, "
Jade City,Fonda Lee,2,"Kyrenox, avfc_66, "
A Face Like Glass,Frances Hardinge,2,"polarunderwear, SeiShonagon, "
Parasol Protectorate Series,Gail Carriger,2,"katiedid1991, recchai, "
The Invisible Library,Genevieve Cogman,2,"pokiria, boc1892, "
Fevre Dream,George R.R. Martin,2,"chelsea_hotel7316, Akill0816, "
The Dread Empire,Glen Cook,2,"haussarian, howdy_im_jon, "
Diaspora,Greg Egan,2,"onrack, InspecteurCrouton, "
A Song for Arbonne,Guy Gavriel Kay,2,"niko-no-tabi, CarolinaCM                            "
The Quantum Thief,Hannu Rajaniemi,2,"Pufforrohk, different_tan, "
Hidden Legacy Series,Ilona Andrews,2,"katiedid1991, recchai,"
The Dying Earth,Jack Vance,2,"dwmmerrick, 4raser, "
Thursday Next,Jasper Fforde,2,"taenite, TheBeardyOnes, "
Bloodsounder's Arc,Jeff Salyards,2,"DonMaitz, Alissa-, "
The Copper Cat,Jen Williams,2,"GarrickWinter, Larimo, "
Among Others,Jo Walton,2,"BattleBreeches, bubblegumgills, "
Shattered Sea,Joe Abercrombie,2,"AccipiterF1, LordKatakuri, "
Mage Errant,John Bierce,2,"Salaris, YellowTM,"
"Little, Big",John Crowley,2,"Idunn12380, rattatally"
Ranger's Apprentice,John Flanagan,2,"will_e_wonka, Strider9122, "
The Johannes Cabal,Jonathan L. Howard,2,"UncleObli, AwkwardTurtle, "
Saga of the Pliocene Exile,Julian May,2,"MarkLawrence, Jos_V, "
Blackthorn and Grim,Juliet Marillier,2,"Asheweaver, Redlilymc, "
Chronicles of the Deryni,Kaatherine Kurtz,2,"beldaran1224, TheR2P2, "
The Bel Dame Apocrypha,Kameron Hurley,2,"AngelDeath2, sleeping-pug"
King's Dark Tidings,Kel Kade,2,"SceptileTheReptile, mysterycookie333, "
The Girl Who Drank the Moon,Kelly Barnhill,2,"Woahno, MsAngelAdorer, "
Replay,Ken Grimwood,2,"ammorris22, Gaylord_the_Edgelord,"
Iron Druid Chronicles,Kevin Hearne,2,"mygoldenfeces, WereTiggy, "
The Hollows,Kim Harrison,2,"tealparadise, Foyles_War, "
Mars Trilogy,Kim Stanley Robinson,2,"Digger412, Marswolf01,                             "
The Etched City,KJ Bishop,2,"1626316263, AlecHutson,"
A Charm of Magpies,KJ Charles,2,"SharadeReads, CarolinaCM, "
Blackdog,KV Johansen,2,"JamesLatimer, sesto_uncias, "
Oz,L. Frank Baum,2,"mariecroke, briargrey, "
Strange the Dreamer,Laini Taylor,2,"sarric, unplugtheminus80                            "
The Giver,Lois Lowry,2,"I-created-Jiah, oboist73, "
The King Of Elfland's Daughter,Lord Dunsany,2,"ehudsdagger, Idunn12380,"
The Montague Siblings series,Mackenzi Lee,2,"tctippens, SharadeReads, "
The Gray House,Mariam Petrosyan,2,"Magoo451, improperly_paranoid"
The Books of the Raksura,Martha Wells,2,"mariecroke, antigrapist,                            "
Eternal Champion,Michael Moorcock,2,"boc1892, CHMonster, "
Winter of the World,Michael Scott Rohan,2,"Mournelithe, JamesLatimer, "
The Iron Dragon's Daughter,Michael Swanwick,2,"ammorris22, Pufforrohk, "
The Sword of Kaigen,ML Wang,2,"peyton_manhead, valgranaire, "
The Hundred Thousand Kingdoms,N.K. Jemisin,2,"beldaran1224, nineteendoors, "
Psy/Changeling,Nalini Singh,2,"Hawk1138, Felisin_Paran"
The Salt Roads,Nalo Hopkinson,2,"Connyumbra, keshanu, "
Unwind,Neal Shusterman,2,"I-created-Jiah, TheR2P2, "
Snow Crash,Neal Stephenson,2,"derivative_of_life, DreaMorpheusSandman, "
Binti,Nnedi Okorafor,2,"Arion_rufus, thisusernameismeta                            "
Tam Lin,Pamela Dean,2,"briargrey, TangledPellicles, "
The Forgotten Beasts of Eld,Patricia A. McKillip,2,"I_Love_Colors, niko-no-tabi, "
The Man in the High Castle,Philip K. Dick,2,"Pufforrohk,chuckusmaximus, "
The Broken Sword,Poul Anderson,2,"dwmmerrick, ehudsdagger"
Seraphina,Rachel Hartman,2,"recchai, GreenSkyDragon, "
"JackYAqua, Megan_Dawn",Rainbow Rowell,2,"JackYAqua,"
Ash and Sand,Richard Nell,2,"Nersevan, barb4ry1"
Thieves World,Robert Lynn Asprin,2,"ShadyMcShade1, mndrew, "
Innsmouth Legacy,Ruthanna Emrys,2,"The_Real_JS, wishforagiraffe"
Seven Blades in Black,Sam Sykes,2,"Phyrkrakr, vigasia, "
The Doctrine of Labyrinths,Sarah Monette,2,"Tikimoof, StarlightEstel,"
In Other Lands,Sarah Rees Brennan,2,"Nova_Mortem, Megan_Dawn"
October Daye,Seanan McGuire,2,"Hawk1138, boc1892, "
The Khaavren Romances,Steven Brust,2,"HellaSober, TangledPellicles, "
Once and Future King,T.H. White,2,"PeaceFroger229, Absurdulon, "
Zones of Thought,Vernor Vinge,2,"derivative_of_life, JATION, "
Pact,Wildbow,2,"speedchuck, Gregor__Eisenhorn, "
Traveler's Gate,Will Wight,2,"Salaris, iceman012, "
Neuromancer,William Gibson,2,"Aluhut, Angus_McFife13, "
Deerskin,Robin McKinley,2,"SeiShonagon, lyrrael"
Hidden Sea Tales,A.M. Delamonica,1,"wishforagiraffe, "
A Wizard's Forge,A.M. Justice,1,"anna_k_s,"
The Thing Itself,Adam Roberts,1,"Freeky,"
Snakewood,Adrian Selby,1,"JamesLatimer,"
The Winter Road,Adrian Selby,1,"LoniBana,"
Dogs of War,Adrian Tchaikovsky,1,"CMDR_Concubine, "
