Realm of the Elderlings,Robin Hobb,96,"dawnbot, crokus_n_al, AdamRueth, ricree, WanderingWayfarer, chelsea_hotel7316, master6494, Cubs017, Vatsdimri, Cam27022, Maudeitup, Ihrenglass, Mattyes, lindy133, Reasonable_Regret, feralanima, nineteendoors, Titan_Arum, Croakers, Darkcheesecake, no_ragrats, labchambers, peleles, niko-no-tabi, DreamweaveMirar, Authentic-Albion, thebigredblob, play_the_puck, zolak, odd2002night, ayaneeda, Fermet_, Extore, Kyrenox, Fuck-Moash, infinitylady89, evilshindig, Redbirdfromtheeast, Fledgeledge, D3athRider, TheR2P2, deadkeepteaching, TheBunkDontSwim1983, haussarian, erai91, Nighteyes89, spyrothedovah, xland44, MatrimPaendrag, casssb, different_tan, Helfarch, MusubiKazesaru, struttersix, RWWare, goofy_mcgee, Cloudh4t, uhohmomspaghetti, bobd785, peyton_manhead, ullsi, EmpressRey, steppenfloyd, KcirderfSdrawkcab, Meret123, BLNelson, IGmobile, pbro42, Helli784, baderl0ck, Dig4Fire, anna_k_s, wots77, splaesh, BohemianPeasant, Wheels630, Genabackan, The_Perfect_Nemesis, TRAIANVS, MarkLawrence, BeardedMoon, SharadeReads, luwendrill, gunttert, shadownight311, CarolinaCM, astarinel, Felisin_Paran, tctippens, bookfly, cornpenguin01, AManHasN0UserName, alchemie, Faithless232, Lotronex, tkinsey,"
Malazan,Steven Erikson and Ian Esslemont,95,"crokus_n_al, Anderson_Dawes, BoneslyGrifter, master6494, onrack, farstrid3r, gfe98, DivisionMatrix, wanemarr, ammorris22, PotatoQuie, Cam27022, Esa1996, MediocreLimo, LordAncrath, Abelincononabear, lmason115, hubushnubah, RobBobGlove, Alissa-, Croakers, LordOfSwords, hajakuja, no_ragrats, aboyplayingdota, Kikanolo, Asimov_800, Jormunglycon, Fermet_, Mournelithe, evilshindig, Lagerbottoms, InspecteurCrouton, deadkeepteaching, legomaniac89, haussarian, Vinxii, thebloodynine85, cainthevaliant, Ashen_Heart, misterjinx878, Adrason, zebba_oz, TRAIANVS, 4raser, robinsb, valgranaire, LauraDragonchild, antigrapist, Bills25, Huw402, Felisin_Paran, KQRZN, GarrickWinter, HalcyonDaysAreGone, DalinarUnited, Faithless232, ADFTBA, meltedtoast, green_name, MatrimPaendrag, casssb, AngryCumbrian, Helfarch, Hurinfan, Saalfin, bobd785, xLuthienx, Szarka22, PeaceFroger229, Raestagg, -Shuri-, Jos_V, IGmobile, Destynie, vigasia, Jierda175, LordKatakuri, Herz_Frequency, splaesh, Rudyralishaz, howdy_im_jon, BohemianPeasant, MLKdidnothingwrong, RevolutionaryCommand, 9999squirrels, jship23, Digger412, SpherrY, KingKillerKvvothe, LordofMoonsSpawn, andrewssousa, UblalaPung78, LOLtohru, roninsb, "
Riyria Chronicles,Michael J Sullivan,73,"dawnbot, StrangerInAlps, Nemesis_OfEvil, master6494, Fox9933, lindy133, mantrasong, SceptileTheReptile, Titan_Arum, no_ragrats, andypeloquin, appocomaster, Stonelegs, odd2002night, mms17, sleazemore, Fledgeledge, legomaniac89, mygoldenfeces, saturday_night, Vinxii, skavinger5882, Scyther99, Ashen_Heart, misterjinx878, spyrothedovah, Hawk1138, casssb, AngryCumbrian, ReadingNPlaying, KKalonick, TheStig136, avfc_66, -Shuri-, No_Serenity, JMLP23, WereTiggy, IGmobile, Redlilymc, pbro42, pbannard, tobias33, happypolychaetes, marethyu316, splaesh, ABAB0008, cherylgmail, GreenSkyDragon, DukeFlate, Wheels630, Dr_Dangles, BubiBalboa, StudentofGab, PvogonJ, KingKillerKvvothe, Skyrider006, gufguf, laurenhiya21, ASIC_SP, iamteehee8, BeardedMoon, unplugtheminus84, lost_chayote, UblalaPung78, lordfarkle, X_Ravenfire, Hyzie, vigasia, Absurdulon, mysterycookie333, mistymountainz, midobal, UblalaPung78,"
The Dresden Files,Jim Butcher,65,"xetrov, StrangerInAlps, jddennis, Cam27022, JackYAqua, CapNitro, Sidion101, Manlir, ShadyMcShade1, mantrasong, hajakuja, TheSecondBest, Fimus86, DreamweaveMirar, appocomaster, speedchuck, Stonelegs, Jormunglycon, Cedocore, Mournelithe, skavinger5882, lunchliege, _0_-o--__-0O_--oO0__, IrnBruFiend, josephdanielauthor, MusubiKazesaru, Hurinfan, ReadingNPlaying, bobd785, Cr1spy10, Paraframe, Szarka22, pyhnux, -Shuri-, boc1892, StrawbIchigo, TaborlintheGreat322, Redlilymc, Jierda175, tobias33, blitzenbreath, splaesh, Rudyralishaz, iceman012, theelbandito, hawkun, sesto_uncias, BubiBalboa, PvogonJ, threeolives, chuckusmaximus, HellaSober, kjmichaels, barb4ry1, tctippens, smittyphi, StrizzyMizzy, Lotronex, 4raser, GarbagePailKid90, Connyumbra, KQRZN, BeardedMoon, jymspaul, LOLtohru, "
Broken Earth,NK Jemisin,65,"polarunderwear, 00dani3l, onrack, BoneslyGrifter, OldschoolIsh, PotatoQuie, SirBowTheNotSoGiant, Pufforrohk, CapNitro, lindy133, hubushnubah, XenRivers, BattleBreeches, feralanima, AccipiterF1, labchambers, librarylackey, tarvolon, JayKayxU, Nihilistic_Avocado, peleles, amongstravens, thebigredblob, UnstitchedStitch, AngelDeath2, ayaneeda, mms17, X_Ravenfire, deadkeepteaching, legomaniac89, BadgerMasher, Son_of_Winterfell, lunchliege, JimRJapan, thequeensownfool, ullsi, BLNelson, wots77, marethyu316, MLKdidnothingwrong, misssim1, hawkun, SmallFruitBat, Genabackan, andrewssousa, zebba_oz, TRAIANVS, Arion_rufus, ManicCentra, Connyumbra, Bills25, tctippens, DalinarUnited, kjmichaels, thisusernameismeta, Mike-Dane, The_Real_JS, antigrapist, SmallishPlatypus, astarinel, LauraDragonchild, meltedtoast, JimmyJames42, valgranaire, keshanu,"
Books of Babel,Josiah Bancroft,55,"navilo, AdamRueth, WanderingWayfarer, OldschoolIsh, Cam27022, WombatHats, Titan_Arum, Alissa-, LordOfSwords, librarylackey, Wiron2, taenite, amongstravens, Authentic-Albion, thebigredblob, ayaneeda, mms17, Redagain_xinc, Nersevan, deadkeepteaching, Aetiusx, cainthevaliant, LOSkills333, lunchliege, spyrothedovah, theEolian, ReadingNPlaying, peyton_manhead, ullsi, JMLP23, Helli784, jalucard, Jierda175, Dig4Fire, pbannard, ObiShaunKenobi, ABAB0008, misssim1, StudentofGab, soccerllama, The_Perfect_Nemesis, zebba_oz, dompidu, KNicol, tctippens, duckorgies, Ansalem, SharadeReads, unplugtheminus85, MarkLawrence, JimmyJames42, sailorfish27, lostchayote, DalinarUnited, Huw402, "
Dune,Frank Herbert,52,"navilo, Saurosian, Larimo, gfe98, DonMaitz, tonystank21, MediocreLimo, hubushnubah, mantrasong, BattleBreeches, mariecroke, KingWapo, Fearful_Leader, UnstitchedStitch, Extore, evilshindig, JATION, nauhel, Son_of_Winterfell, ACardAttack, RamboTarzann, haaplo, zagon2, sedirep, Saalfin, uhohmomspaghetti, Raestagg, IGmobile, Destynie, tst619, blitzenbreath, kaahr, Mist_effin_born, Absurdulon, KristinnK, Severian_of_Nessus, 9999squirrels, jship23, tealparadise, Digger412, KeepCalmAndHodorOn, Aluhut, dogfoodtears, DreaMorpheusSandman, dompidu, roninsb, randomcsplayer, Keriew, ehudsdagger, CertifiedMentat, rattatally, Marswolf01, "
His Dark Materials,Philip Pullman,48,"dawnbot, BoneslyGrifter, mattstodon53, Saurosian, tonystank21, js52000, lmason115, I_Love_Colors, superdragonboyangel, sarric, Darkcheesecake, JayKayxU, WitsDumbLuck, cpt_pancreas, Asimov_800, Cedocore, evilshindig, TheBunkDontSwim1983, jessyi24, nauhel, skavinger5882, Son_of_Winterfell, Karaeth, IrnBruFiend, MatrimPaendrag, spikyturtle87, goofy_mcgee, Talas_Engineer, ullsi, EmpressRey, Redlilymc, MLKdidnothingwrong, Eladir, SmallFruitBat, RevolutionaryCommand, tealparadise, swaindrous, dogfoodtears, Dakob, dompidu, ManicCetra, SmallishPlatypus, Grayriser, YellowTM, BiggerBetterFaster, leftoverbrine, Marswolf01, oboist73, "
Broken Empire world,Mark Lawrence,44,"crokus_n_al, Nemesis_OfEvil, LordAncrath, Sidion101, hubushnubah, Croakers, ICreepAround, JayKayxU, peleles, MistressBedlam, haussarian, Nighteyes89, Ashen_Heart, spyrothedovah, haaplo, mangle89, Helfarch, struttersix, TheStig136, -Shuri-, Meret123, Helli784, jalucard, Dig4Fire, LordKatakuri, tobias33, tst619, ObiShaunKenobi, ABAB0008, kaahr, BohemianPeasant, WeDoNotSow, zebba_oz, Huw402, "
Lightbringer,Brent Weeks,43,"crokus_n_al, 00dani3l, timetwister, wanemarr, SaltyBoyM, Mattyes, jo_ba, FleeetKeptRunning, LordOfSwords, aboyplayingdota, WitsDumbLuck, HypatiaRising, Authentic-Albion, appocomaster, odd2002night, Jormunglycon, Extore, speakerforthe, X_Ravenfire, Fledgeledge, jessyi24, Scyther99, _0_-o--__-0O_--oO0__, IrnBruFiend, struttersix, xmaster001, Paraframe, peyton_manhead, OKINGPAC, -Shuri-, Helli784, baderl0ck, splaesh, ef_miller, Swarlos262, felinor12, Dakob, lost_chayote, AManHasN0UserName, thewhitewoof, CZero13, jymspaul, ajp1195, "
Worm,Wildbow,41,"Eldrene_Ay_Ellan, farstrid3r, Saurosian, JackYAqua, Manlir, sarric, Croakers, Nihilistic_Avocado, DreamweaveMirar, speedchuck, Cedocore, Redagain_xinc, skavinger5882, green_name, xland44, sedirep, tst619, blitzenbreath, confusionsteephands, iceman012, im_so_not_creative, Mist_effin_born, Gregor__Eisenhorn, Absurdulon, theelbandito, Esbilon, sesto_uncias, DreaMorpheusSandman, BiggerBetterFaster, iamteehee2, shadownight311, randomcsplayer, Tavarous, tctippens, cornpenguin01, jymspaul, gufguf, ADFTBA, ASIC_SP, DreaMorpheuSandman, antigrapist, "
Red Rising,Pierce Brown,40,"Cubs017, will_e_wonka, SceptileTheReptile, feralanima, laku_, jljackson2, Jormunglycon, Redbirdfromtheeast, Nersevan, Aetiusx, _0_-o--__-0O_--oO0__, zagon2, lazyear, xmaster001, ReadingNPlaying, bobd785, peyton_manhead, Meret123, JMLP23, KevinTitor, ABAB0008, iceman012, im_so_not_creative, Mist_effin_born, Absurdulon, mistymountainz, misssim1, BubiBalboa, The_Octonion, PvogonJ, JohnAnderton, midobal, KingKillerKvvothe, DreaMorpheusSandman, lrich1024, Ansalem, KNichol, CZero, BeardedMoon, LightlyLantern,"
Book of the Ancestor,Mark Lawrence,38,"BoneslyGrifter, Nemesis_OfEvil, illyriaya, OldschoolIsh, tonystank21, Tur4, hajakuja, JayKayxU, MedusasRockGarden, Authentic-Albion, ayaneeda, anisogramma, evilshindig, saturday_night, Nighteyes89, LOSkills333, Ashen_Heart, spyrothedovah, haaplo, struttersix, ReadingNPlaying, TaborlintheGreat322, JMLP23, baderl0ck, jalucard, Dig4Fire, ObiShaunKenobi, hawkun, SmallFruitBat, StudentofGab, Adrason, zebba_oz, SmallishPlatypus, antigrapist, barb4ry1, cornpenguin01, ADFTBA, UblalaPung78,"
Hyperion Cantos,Dan Simmons,36,"BoneslyGrifter, Saurosian, onrack, PotatoQuie, MediocreLimo, jo_ba, WitsDumbLuck, zolak, derivative_of_life, JATION, legomaniac89, Aetiusx, RamboTarzann, ManicCetra, MatrimPaendrag, goofy_mcgee, uhohmomspaghetti, steppenfloyd, Destynie, wots77, Absurdulon, Eladir, celebrimbor2, threeolives, JohnAnderton, SpherrY, Aluhut, andrewssousa, DreaMorpheusSandman, ManicCetra, AlecHutson, Angus_McFife13, Marswolf01, CertifiedMentat, Istarial, DreaMorpheuSandman,                                                         "
The Band,Nicholas Eames,36,"xetrov, WombatHats, XenRivers, AccipiterF1, aboyplayingdota, andypeloquin, cpt_pancreas, thebigredblob, Stonelegs, sleazemore, infinitylady89, Redagain_xinc, Nersevan, mygoldenfeces, haussarian, spyrothedovah, casssb, lazyear, No_Serenity, Meret123, acexacid, LoniBana, ObiShaunKenobi, Wheels630, hawkun, Adrason, KNicol, Dakob, valgranaire, GarbagePailKid90, lost_chayote, YellowTM, duckorgies, Faithless232, ASIC_SP, StrizzyMizzy,"
Jonathan Strange and Mr Norrell,Susanna Clarke,36,"polarunderwear, gfe98, Olorin314, lindy133, Manlir, Wiron2, RubiscoTheGeek, taenite, Asimov_800, play_the_puck, zolak, UnstitchedStitch, ayaneeda, pondandbucket, speakerforthe, TheBunkDontSwim1983, Talas_Engineer, wots77, ParanoidQ, Severian_of_Nessus, KeepCalmAndHodorOn, BiggerBetterFaster, leftoverbrine, kjmichaels, ManicCetra, SmallishPlatypus, rattatally, aesir23, recchai, pokiria, Mike-Dane, Corey_Actor, Angus_McFife13, bubblegumgills, Istarial, BiggerBetterFaster,"
Wayfarers,Becky Chambers,35,"xetrov, chelsea_hotel7316, WombatHats, sarric, AccipiterF1, librarylackey, thebigredblob, Nersevan, AwkwardTurtle, ParanoidAndroid09, Phyrkrakr, theEolian, ASIC_SP, Istarial, thisusernameismeta, TheFourthReplica, DalinarUnited, HalcyonDaysAreGone, Freeky, lrich1024, pokiria, The_Real_JS, GarrickWinter, SHWiMM, astarinel, CMDR_Concubine, Adrason, Ansalem, SharadeReads, unplugtheminus80, StrawbIchigo, pbannard, DukeFlate, Wheels630, SmallFruitBat, "
Gods of Blood and Powder,Brian McClellan,31,"timetwister, SirBowTheNotSoGiant, Cam27022, Fox9933, Mattyes, will_e_wonka, superdragonboyangel, SceptileTheReptile, Nihilistic_Avocado, Kikanolo, laku_, pondandbucket, Redagain_xinc, jessyi24, saturday_night, thebloodynine85, misterjinx878, Phyrkrakr, Karaeth, RWWare, KKalonick, pyhnux, avfc_66, No_Serenity, theelbandito, hawkun, Swarlos262, Skyrider006, iamteehee9, sleeping-pug, duckorgies,"
The Goblin Emperor,Katherine Addison,31,"beldaran1224, AdamRueth, StrangerInAlps, Saurosian, Pufforrohk, Sidion101, BattleBreeches, ICreepAround, RubiscoTheGeek, Fearful_Leader, UnstitchedStitch, anisogramma, nauhel, SeiShonagon, JamesLatimer, Hurinfan, xLuthienx, pyhnux, KevinTitor, kaahr, DukeFlate, ef_miller, Ansalem, Tikimoof, oboist73, LOLtohru, improperly_paranoid, sailorfish27, pokoria, lrich1024, HalcyonDaysAreGone, "
Hitchhikers Guide to the Galaxy,Douglas Adams,30,"crokus_n_al, xetrov, StarlightEstel, DimwitAlmighty, AccipiterF1, librarylackey, KingWapo, zolak, I-created-Jiah, Mr-Thursday, Fuck-Moash, AwkwardTurtle, skavinger5882, Nighteyes89, taichi22, Cr1spy10, StrawbIchigo, Destynie, Mist_effin_born, Esbilon, hawkun, PvogonJ, andrewssousa, zebba_oz, Zunvect, Lightlylantern, Tavarous, randomcsplayer, KQRZN, StrizzyMizzy, "
The Black Company,Glen Cook,30,"StrangerInAlps, wanemarr, Cam27022, RobBobGlove, andypeloquin, legomaniac89, saturday_night, haussarian, haaplo, mangle89, green_name, MatrimPaendrag, AngryCumbrian, pyhnux, steppenfloyd, boc1892, Meret123, pbro42,  Herz_Frequency, confusionsteephands, ObiShaunKenobi, howdy_im_jon, DukeFlate, RevolutionaryCommand, 9999squirrels, zebba_oz, TRAIANVS, Tikimoof, HalcyonDaysAreGone, Angus_McFife13, "
Good Omens,Terry Pratchett and Neil Gaiman,30,"tonystank21, Magoo451, ShadyMcShade1, nineteendoors, Darkcheesecake, librarylackey, Wiron2, appocomaster, play_the_puck, Nighteyes89, ACardAttack, spikyturtle87, Krak2511, Szarka22, pyhnux, Jos_V, steppenfloyd, Evangelon422, niterunner1978, blitzenbreath, im_so_not_creative, Mist_effin_born, Gregor__Eisenhorn, KeepCalmAndHodorOn, DreaMorpheusSandman, leftoverbrine, oboist73, lrich1024, StrizzyMizzy, SmallishPlatypus,"
Earthsea,Ursula K Le Guin,30,"beldaran1224, WanderingWayfarer, chelsea_hotel7316, Saurosian, Auberron, 1626316263, erai91, Son_of_Winterfell, spikyturtle87, Saalfin, EmpressRey, pbannard, anna_k_s, Herz_Frequency, celebrimbor2, CHMonster, TangledPellicles, luwendrill, aesir23, rattatally, ManicCetra, Bills25, meltedtoast, Idunn12380, dwmmerrick, thususernameismeta, ehudsdagger, KQRZN, oboist73, LOLtohru,"
Kushiel's Legacy ,Jacqueline Carey,28,"BoneslyGrifter, Eldrene_Ay_Ellan, ricree, PotatoQuie, mantrasong, sarric, Croakers, niko-no-tabi, MistressBedlam, potatoespuds, Mournelithe, xland44, thequeensownfool, IGmobile, Esbilon, ef_miller, Tikimoof, Bills25, lrich1024, dompidu, iamteehee7, astarinel, HalcyonDaysAreGone, lost_chayote, thisusernameismeta, ADFTBA, LauraDragonchild, Megan_Dawn, "
Divine Cities,Robert Jackson Bennett,28,"TinyFlyingLion, sarric, Croakers, Nova_Mortem, Fermet_, pondandbucket, BadgerMasher, cainthevaliant, LOSkills333, lunchliege, Phyrkrakr, JamesLatimer, KKalonick, StrawbIchigo, Meret123, JMLP23, illkraz, StudentofGab, Arion_rufus, aesir23, Lightylantern, iamteehee3, SmallishPlatypus, antigrapist, Connyumbra, The_Real_JS, alchemie, bubblegumgills,"
Cradle,Will Wight,28,"onrack, gfe98, JackYAqua, superdragonboyangel, SceptileTheReptile, Titan_Arum, LordOfSwords, Kikanolo, DreamweaveMirar, speedchuck, Stonelegs, lordfarkle, Jormunglycon, speakerforthe, Redbirdfromtheeast, Nersevan, Hawk1138, xmaster001, Jierda175, DukeFlate, antigrapist, cornpenguin01, YellowTM, salaris, jymspaul, ADFTBA, ASIC_SP, MFanjos, "
The Witcher,Andrzej Sapkowski,26,"master6494, MediocreLimo, FleeetKeptRunning, spinachdumpling, Darkcheesecake, Wiron2, Kyrenox, inspyrous, Fuck-Moash, TheBunkDontSwim1983, nauhel, Saalfin, Paraframe, PeaceFroger229, acexacid, anna_k_s, LoniBana, KevinTitor, Dr_Dangles, RevolutionaryCommand, LordofMoonsSpawn, 4raser, HalcyonDaysAreGone, DalinarUnited, AManHasN0UserName, thewhitewoof,"
Dark Tower,Stephen King,25,"Anderson_Dawes, StrangerInAlps, Cubs017, tonystank21, js52000, Abelincononabear, Sidion101, JATION, Ashen_Heart, ACardAttack, RamboTarzann, peyton_manhead, Herz_Frequency, blitzenbreath, howdy_im_jon, BubiBalboa, tealparadise, JohnAnderton, HellaSober, DreaMorpheusSandman, BeardedMoon,  MarkLawrence, ManicCetra, Huw402, Marswolf01, "
Hainish Cycle,Ursula K Le Guin,25,"UncleObli, astarinel, Larimo, Pufforrohk, Magoo451, UnstitchedStitch, Son_of_Winterfell, Esbilon, Genabackan, kjmichaels, valgranaire, TheFourthReplica, roninsb, improperlyparanoid, Marswolf01, ammorris22, Magoo451, labchambers, zolak, spikyturtle87, MLKdidnothingwrong, Genabackan, Swarlos262, leftoverbrine, GarrickWinter, "
Old Kingdom,Garth Nix,24,"Eldrene_Ay_Ellan, I_Love_Colors, Croakers, Darkcheesecake, ICreepAround, librarylackey, WitsDumbLuck, MedusasRockGarden, DreamweaveMirar, derivative_of_life, SeiShonagon, Talas_Engineer, Hyzie, anna_k_s, misssim1, tealparadise, dogfoodtears, laurenhiya21, mysterymachine08, Corey_Actor, shadownight312, SHWiMM, Lightlylantern, lyrrael"
American Gods,Neil Gaiman,24,"Saurosian, illyriaya, Woahno, Olorin314, TheSecondBest, librarylackey, KingWapo, MistressBedlam, cpt_pancreas, HypatiaRising, thebigredblob, UnstitchedStitch, sleazemore, TheBeardyOnes, mygoldenfeces, different_tan, PeaceFroger229, Evangelon422, illkraz, blitzenbreath, BohemianPeasant, dompidu, keshanu, BiggerBetterFaster,                          "
Arcane Ascension,Andrew Rowe,23,"JackYAqua, FleeetKeptRunning, Tur4, Authentic-Albion, appocomaster, thebigredblob, laku_, lordfarkle, jljackson2, speakerforthe, xland44, Jierda175, mysterycookie333, theelbandito, DukeFlate, BubiBalboa, dogfoodtears, Dakob, KNicol, AManHasN0UserName, YellowTM, thewhitewoof, MFanjos, "
The Chronicles of Narnia,CS Lewis,23,"christiankeeney, beldaran1224, master6494, Cubs017, will_e_wonka, tarvolon, HypatiaRising, Asheweaver, josephdanielauthor, Talas_Engineer, happypolychaetes, GreenSkyDragon, Shompta, DukeFlate, RevolutionaryCommand, soccerllama, celebrimbor2, swaindrous, mrsmoo, felinor12, andrewssousa, leftoverbrine, luwendrill"
The Lions of Al-Rassan,Guy Gavriel Kay,23,"xetrov, Eldrene_Ay_Ellan, farstrid3r, Magoo451, sarric, Alissa-, Auberron, LordOfSwords, RubiscoTheGeek, anisogramma, JimRJapan, Szarka22, Jos_V, Barristan_the_Old, KcirderfSdrawkcab, BLNelson,  Helli784, Herz_Frequency, soccerllama, TRAIANVS, kjmichaels, HalcyonDaysAreGone, Tikimoof, "
Riftwar saga,Raymond E Fiest and Janny Wurts,23,"timetwister, gfe98, Wiron2, MedusasRockGarden, AwkwardTurtle, Cloudh4t, mndrew, Rudyralishaz, howdy_im_jon, ajp1195, seantheaussie, MFanjos, Larimo, Maudeitup, Nova_Mortem, appocomaster, 1626316263, LOSkills333, 
josephdanielauthor, AngryCumbrian, cherylgmail, Zunvect, luwendrill, "
The Emperor's Soul,Brandon Sanderson,22,"christiankeeney, wanemarr, Fox9933, will_e_wonka, js52000, Manlir, Croakers, erai91, ACardAttack, Adrason, roninsb, valgranaire, Felisin_Paran, Keriew, Lightylantern, CZero13, ReadingNPlaying, OKINGPAC, confusionsteephands, im_so_not_creative, KristinnK, DukeFlate, "
The Expanse,James S.A. Corey,22,"Anderson_Dawes, xetrov, jddennis, librarylackey, KingWapo, JayKayxU, Nihilistic_Avocado, Fimus86, cpt_pancreas, DreamweaveMirar, odd2002night, InspecteurCrouton, cainthevaliant, uhohmomspaghetti, ullsi, avfc_66, Jierda175, Mist_effin_born, Gregor__Eisenhorn, BubiBalboa, Digger412, DreaMorpheusSandman, "
The Library at Mount Char,Scott Hawkins,22,"OldschoolIsh, JackYAqua, Ihrenglass, jo_ba, ICreepAround, UnstitchedStitch, AwkwardTurtle, BadgerMasher, barb4ry1, Adrason, SHWiMM, MusubiKazesaru, ullsi, jalucard, Jierda175, niterunner1978, iceman012, BubiBalboa, The_Octonion, PvogonJ, 9999squirrels, SpherrY, "
World of the Five Gods,Lois McMaster Bujold,21,"AdamRueth, tarvolon, niko-no-tabi, 1626316263, anisogramma, BadgerMasher, JamesLatimer, Talas_Engineer, sesto_uncias, InexplicableMagic, The_Perfect_Nemesis, Adrason, unplugthemins86, Idunn12380, SharadeReads, Tikimoof, oboist73, dompidu, LauraDragonchild, improperly_paranoid, jbatchen, "
Warbreaker,Brandon Sanderson,20,"christiankeeney, 00dani3l, illyriaya, jddennis, Vatsdimri, Fox9933, speedchuck, X_Ravenfire, OKINGPAC, confusionsteephands, iceman012, cherylgmail, Shompta, KristinnK, Dr_Dangles, jship23, Swarlos262, Emospence, Corey_Actor, Keriew, "
Tigana,Guy Gavriel Kay,20,"farstrid3r, FleeetKeptRunning, XenRivers, no_ragrats, play_the_puck, 1626316263, anisogramma, D3athRider, erai91, MrPeat, Helfarch, uhohmomspaghetti, Eladir, The_Octonion, mrsmoo, andrewssousa, bookfly, AManHasN0UserName, Faithless232, smittyphi,"
Uprooted,Naomi Novik,20,"SirBowTheNotSoGiant, WombatHats, feralanima, mms17, anisogramma, Asheweaver, baderl0ck, pbannard, LoniBana, blitzenbreath, SpherrY, TRAIANVS, BiggerBetterFaster, oboist73, CarolinaCM, GarbagePailKid90, improperlyparanoid, thisusernameismeta, gufguf, meltedtoast,"
The Wandering Inn,Pirateaba,20,"JackYAqua, Fox9933, Manlir, hajakuja, Cedocore, Extore, TheBeardyOnes, potatoespuds, inspyrous, xland44, taichi22, macross9321, theelbandito, Dakob, randomcsplayer, Tavarous, duckorgies, Istarial, gufguf, smittyphi"
The Shadow Campaigns,Django Wexler,19,"Eldrene_Ay_Ellan, Fox9933, LordAncrath, SceptileTheReptile, AccipiterF1, Nova_Mortem, Fimus86, appocomaster, laku_, saturday_night, haussarian, Hawk1138, struttersix, JMLP23, pbro42, vigasia, skyrider006, SmallishPlatypus, Bills25,"
Vorkosigan Saga,Lois McMaster Bujold,19,"AdamRueth, onrack, jddennis, I_Love_Colors, Croakers, tarvolon, AmoronDonkeyballs, haaplo, StrawbIchigo, Rudyralishaz, InexplicableMagic, Foyles_War, The_Perfect_Nemesis, wishforagiraffe, oboist73, astarinel, seantheaussie, bookfly, Lotronex, "
The Ender Quartet,Orson Scott Card,19,"Saurosian, DimwitAlmighty, nineteendoors, AmoronDonkeyballs, potatoespuds, Mr-Thursday, Tavarous, Keriew, Gaylord_the_Edgelord, Marswolf01, RWWare, zagon2, taichi22, Hyzie, Cr1spy10, tst619, Esbilon, KristinnK, tealparadise, "
Six of Crows,Leigh Bardugo,18,"illyriaya, CapNitro, Reasonable_Regret, spinachdumpling, KingWapo, TheCraftyPanda, Fledgeledge, mygoldenfeces, LOSkills333, unplugtheminus80, astarinel, mysterymachine08, KNicol, Hyzie, niterunner1978, im_so_not_creative, misssim1, Swarlos262, "
The Culture,Iain M. Banks,17,"Eldrene_Ay_Ellan, ricree, gfe98, Maudeitup, InspecteurCrouton, green_name, different_tan, Digger412, HellaSober, Huw402, leftoverbrine, CMDR_Concubine, roninsb, Connyumbra, Freeky, CertifiedMentat, AlecHutson,"
Tortall,Tamora Pierce,17,"TinyFlyingLion, beldaran1224, illyriaya, I_Love_Colors, mantrasong, feralanima, TheCraftyPanda, DreamweaveMirar, Cedocore, evilshindig, SeiShonagon, sailorfish27, thequeensownfool, StrawbIchigo, pbannard, SmallFruitBat, sleeping-pug, "
The Book of the New Sun,Gene Wolfe,16,"navilo, jddennis, DonMaitz, SirBowTheNotSoGiant, Auberron, Asimov_800, zolak, Fermet_, lazyear, Herz_Frequency, Genabackan, Severian_of_Nessus, The_Perfect_Nemesis, ehudsdagger, Angus_McFife13, Angus_McFife13, "
Codex Alera,Jim Butcher,16,"timetwister, Nemesis_OfEvil, Kikanolo, Fimus86, lordfarkle, SeiShonagon, casssb, EmpressRey, mndrew, tobias33, illkraz, sesto_uncias, shadownight315, Tavarous, smittyphi, Lotronex, "
"Memory, Sorrow, and Thorn",Tad Williams,16,"jddennis, DivisionMatrix, Abelincononabear, lindy133, Darkcheesecake, Vinxii, JimRJapan, rfgordon, Szarka22, steppenfloyd, LordKatakuri, mrsmoo, UblalaPung78, KQRZN, CMDR_Concubine, tkinsey3, "
The Chronicles of Amber,Roger Zelazny,15,"Nova_Mortem, thebloodynine85, Phyrkrakr, Talas_Engineer, Raestagg, mndrew, confusionsteephands, HellaSober, Aluhut, Gaylord_the_Edgelord, BeardedMoon, Nova_Mortem, BiggerBetterFaster, Arion_rufus, BiggerBetterFaster,"
The Masquerade,Seth Dickinson,15,"PotatoQuie, will_e_wonka, Darkcheesecake, Fermet_, AwkwardTurtle, lunchliege, ParanoidAndroid09, struttersix, peyton_manhead, TaborlintheGreat322, vigasia, SmallFruitBat, sailorfish27, roninsb, bubblegumgills, "
New Crobuzun,China Mieville,14,"Olorin314, XenRivers, LordOfSwords, Karaeth, different_tan, avfc_66, Destynie, hawkun, The_Octonion, CHMonster, GarrickWinter, bubblegumgills, AlecHutson, Loltohru,"
Mother of Learning,Domagoj Kurmaic,14,"Fox9933, Sidion101, Tur4, hajakuja, Wiron2, Jormunglycon, Cedocore, speakerforthe, CZero13, MFanjos, Salaris, jymspaul, taichi22, theelbandito, "
Winternight trilogy,Katherine Arden,14,"illyriaya, Woahno, AmoronDonkeyballs, mms17, lunchliege, SeiShonagon, Asheweaver, happypolychaetes, CarolinaCM, mysterymachine08, pokiria, Idunn12380, meltedtoast, sailorfish27"
